query SELECT * FROM [histr],,,,,,,,,,,,,
sort,,,,,,,,,,,,,
columns,text Body,text Name of Body,text Date,text Transaction number,Amount,text Supplier name,text Supplier ID,text VAT reg no,text Expense area,text Expense code,text Expense type,text Costcuk,text Creditor type
,Body,Name of Body,Date,Transaction number,Amount,Supplier name,Supplier ID,VAT reg no,Expense area,Expense code,Expense type,Costcuk,Creditor type
INSERTED DETAIL,18,Devon County Council,07/04/2026,22082230,"83,333.33",DEVON COMMUNITY FOUNDATION,191796,,Public Health,A57115,Payments to Private Contractors,R0316084,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22082249,"3,611.20",SALCOMBE TOWN COUNCIL,7867,456711777,Highways & Infrastructure Development,A93520,Parking Income,R0556031,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22082250,"3,320.15",TEIGNMOUTH TOWN COUNCIL,10934,322862215,Highways & Infrastructure Development,A93520,Parking Income,R0556033,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22082306,"9,438.02",COLENA LIMITED TRADING AS HELIGUY,405349,875093202,Capital - Highways,C04010,IT Hardware,C0652001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22082316,"2,280.60",PROSPERO RECRUITMENT LIMITED,352539,486704947,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22082318,"2,544.45",SWARCO UK & IRELAND LIMITED,13690,568335022,Capital - Highways,C02009,Works,C0671005,DCC CIS Suppliers
INSERTED DETAIL,18,Devon County Council,07/04/2026,22082452,"1,920.00",PROGRESSION SERVICES LIMITED,390181,439882639,Dedicated Schools Grant,A44180,Services for Educational Estabs - Devon,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22082493,"11,255.25",APPROPRIATE ADULT SERVICE LIMITED,348287,243580216,Commissioning,A44038,Fees,R0484003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22082500,804.00,SPECTRUM SENSORY THERAPIES LTD,406310,,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082006,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22082506,744.88,TORRIDGE GATES LIMITED,293636,981319504,Highways & Infrastructure Development,A40070,Stock Materials,R0557019,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22082535,"1,693.80",YOUNG DEVON (IVYBRIDGE),120708,,Children's Social Care,A62000,Supported Accommodation - Child,R0026003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22082540,"3,008.46",VALLEY MOBILITY SERVICES LIMITED,87203,728762990,P-Ledger - Separate Legal Entity,A61054,Equipment (Care),P0391002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22082555,"25,000.00",TORBAY & SOUTH DEVON NHS,290092,654941219,Commissioning,A62110,Payments to Charities & Vol Providers,R0217030,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22082590,900.00,HUGH CORNFORD CARE OF COLLETON CHAMBERS,402489,150808914,"Chief Exec, Legal & Democratic services",A44968,Legal & Conveyancing Charges,R0276001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22082598,"3,426.23",NORTH DEVON TYRES LIMITED,100826,800423877,"Transport Operations, Environment and Waste",A30010,Vehicles Repairs,R0584003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22082628,"6,166.80",S C C,161520,313651680,"Chief Exec, Legal & Democratic services",A45005,IT Hardware,R0291001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22082680,"2,612.00",JUDITH FINDLAY,400802,,Children's Social Care,A61060,Support for Children in Care,R0106002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22082890,"1,000.00",BRIGHTER FUTURES SOUTH WEST,357699,,P-Ledger - Separate Legal Entity,A61060,Support for Children in Care,P0432008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22083006,"7,291.50",AYRE CONTRACTORS & PLANT HIRE,209433,996310885,Capital - Highways,C02009,Works,C0652001,DCC CIS Suppliers
INSERTED DETAIL,18,Devon County Council,07/04/2026,22083011,"1,670.80",AYRE CONTRACTORS & PLANT HIRE,209433,996310885,Capital - Highways,C02009,Works,C0652001,DCC CIS Suppliers
INSERTED DETAIL,18,Devon County Council,07/04/2026,22083074,"1,562.50",Geo Arch,603117,,"Transport Operations, Environment and Waste",A49005,Other Hired & Contracting Services,R0610001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22083157,550.00,Barry Websdell,603736,,Communities,A44038,Fees,R0536008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22083213,550.00,Nick Sims,603737,,Communities,A44038,Fees,R0536008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22083560,"560,983.09",TORBAY COUNCIL FINANCE,6411,142208211,Dedicated Schools Grant,A53030,OLA Recoupment Expenditure (3rd),R0111010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22083860,807.28,Kate Boot,603678,,Operations,A57133,Enabling,R0227021,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22084683,"5,209.50",RYDON SIGNS LIMITED,18741,456277718,"Capital - Planning, Transportation and Environment",C02009,Works,C0671011,DCC CIS Suppliers
INSERTED DETAIL,18,Devon County Council,07/04/2026,22084797,510.00,OUT OF THE BOX PLAY & C A T,365496,,P-Ledger - Separate Legal Entity,A61060,Support for Children in Care,P0432008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22084798,"1,110.00",OUT OF THE BOX PLAY & C A T,365496,,P-Ledger - Separate Legal Entity,A61060,Support for Children in Care,P0432008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22084807,960.00,OUT OF THE BOX PLAY & C A T,365496,,P-Ledger - Separate Legal Entity,A61060,Support for Children in Care,P0432008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22084809,"1,350.00",OUT OF THE BOX PLAY & C A T,365496,,P-Ledger - Separate Legal Entity,A61060,Support for Children in Care,P0432008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22084838,"66,612.00",LIVEWELL SOUTH WEST COMMUNITY INTEREST COMPANY,337747,120536356,P-Ledger - Separate Legal Entity,A62100,Joint Arrangements with OLAs and Health,P0415001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22084839,"235,847.59",LIVEWELL SOUTH WEST COMMUNITY INTEREST COMPANY,337747,120536356,P-Ledger - Separate Legal Entity,A62100,Joint Arrangements with OLAs and Health,P0415006,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22084842,"112,446.00",LIVEWELL SOUTH WEST COMMUNITY INTEREST COMPANY,337747,120536356,P-Ledger - Separate Legal Entity,A54000,Better Care Fund Expense,P0415011,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22084873,790.00,Jennifer Roder Ltd,344982,,Dedicated Schools Grant,A53012,Payments to Independent Units,R0089003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22084900,"1,979.00",TOPP TREE CARE LTD,389748,434623407,Highways & Infrastructure Development,A49005,Other Hired & Contracting Services,R0553005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22085772,"2,376.00",TUTE EDUCATION LIMITED,307284,902188441,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22085987,"306,481.58",ACORN CARE & EDUCATION LIMITED,333557,902188441,Dedicated Schools Grant,A61052,Independent Special School Fees,R0089003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22086071,"29,155.00",EAST DEVON DISTRICT COUN (S O ACCOUNT),8710,142218990,Highways & Infrastructure Development,A23005,Rates,R0556028,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22086073,"4,641.00",EAST DEVON DISTRICT COUN (S O ACCOUNT),8710,142218990,Transformation & Business Services,A23005,Rates,R0333028,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22086081,"1,391.60",EAST DEVON DISTRICT COUN (S O ACCOUNT),8710,142218990,Transformation & Business Services,A23005,Rates,R0333026,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22086229,"3,168.00",TUTE EDUCATION LIMITED,307284,902188441,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22087146,"2,600.00",UX2 LIMITED,388014,235329022,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22087163,"7,926.77",ECO SUSTAINABLE SOLUTIONS LIMITED,404318,673902910,"Transport Operations, Environment and Waste",A46100,Main / Term Contractor,R0600001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22087187,"1,216.32",PROSPERO RECRUITMENT LIMITED,352539,486704947,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22087277,"1,904.63",ULTIM8 CONSTRUCTION LIMITED,276694,998206374,Capital - Highways,C02009,Works,C0671004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22087284,"55,000.00",ULTIM8 CONSTRUCTION LIMITED,276694,998206374,Capital - Highways,C02009,Works,C0652001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22087334,"4,784.00",KENNFORD TARMACADAM LIMITED,24534,976391178,Highways & Infrastructure Development,A49005,Other Hired & Contracting Services,R0552006,DCC CIS Suppliers
INSERTED DETAIL,18,Devon County Council,07/04/2026,22087337,"10,437.24",Dr SAMUEL LAWTON,600709,,Operations,A44038,Fees,R0222002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22087412,750.00,CLAIRE APPLEBY,356126,845131444,"Chief Exec, Legal & Democratic services",A44968,Legal & Conveyancing Charges,R0276001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22087478,"4,095.90",QUALITY MARKING SERVICES LIMITED,86608,777323994,Highways & Infrastructure Development,A49005,Other Hired & Contracting Services,R0556027,DCC CIS Suppliers
INSERTED DETAIL,18,Devon County Council,07/04/2026,22087629,"6,070.00",North Devon College (Exeter and North Devon Colleges Group),603346,125451632,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22087677,"54,361.51",KENNFORD TARMACADAM LIMITED,24534,976391178,"Capital - Planning, Transportation and Environment",C02009,Works,C0671003,DCC CIS Suppliers
INSERTED DETAIL,18,Devon County Council,07/04/2026,22087729,"8,456.01",E & J W GLENDINNING LIMITED,62732,668406312,Capital - Highways,C02009,Works,C0671006,DCC CIS Suppliers
INSERTED DETAIL,18,Devon County Council,07/04/2026,22087757,"33,724.39",E & J W GLENDINNING LIMITED,62732,668406312,Capital - Highways,C02009,Works,C0671006,DCC CIS Suppliers
INSERTED DETAIL,18,Devon County Council,07/04/2026,22087781,"3,969.00",SOUTHWEST INTERVENTION SERVICES,333291,440830321,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22087929,"19,181.00",Royal Deaf Education Trust,8245,478920838,Dedicated Schools Grant,A53012,Payments to Independent Units,R0089003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22087933,"151,167.18",KENT COUNTY COUNCIL,83992,204269191,Highways & Infrastructure Development,A21005,Electricity,R0567003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22087941,800.00,BREAKTHROUGH TRANSFORMATION TRUST,248117,480468080,Dedicated Schools Grant,A53040,Contributions to Educational Estabs (3rd,R0140001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22087973,"2,470.00",EXETER PAEDIATRIC I C S LIMITED,373429,,P-Ledger - Separate Legal Entity,A61060,Support for Children in Care,P0432008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22087993,"2,500.00",EXETER PAEDIATRIC I C S LIMITED,373429,,P-Ledger - Separate Legal Entity,A61060,Support for Children in Care,P0432008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22088064,710.96,GLOBAL MEDIA GROUP SERVICES LIMITED,235805,649417019,"Economy, Enterprise and Skills",A44005,Publicity/Advertising,R0539003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22088067,"3,024.00",Michael Dark Limited,604500,526919322,Capital - Highways,C02009,Works,C0671008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22088153,"12,465.50",TWIL CIVILS SOUTH WEST (Taylor Woodrow Infrastructure Ltd.),396590,321931874,Capital - Highways,C02009,Works,C0652001,DCC CIS Suppliers
INSERTED DETAIL,18,Devon County Council,07/04/2026,22088185,"5,400.00",DENE TERRY TRADING AS SPACE ADAPT LEARN GROW,404230,,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,07/04/2026,22088232,"4,926.35",KENNFORD TARMACADAM LIMITED,24534,976391178,Capital - Highways,C02009,Works,C0671006,DCC CIS Suppliers
INSERTED DETAIL,18,Devon County Council,07/04/2026,22088539,"2,499.00",EXETER PAEDIATRIC I C S LIMITED,373429,,P-Ledger - Separate Legal Entity,A61060,Support for Children in Care,P0432008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,08/04/2026,22082515,843.00,NeuroConnect CIC,382604,,P-Ledger - Separate Legal Entity,A61060,Support for Children in Care,P0432008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,08/04/2026,22082608,"2,100.00",WAVE MULTI ACADEMY TRUST,356576,163418709,Dedicated Schools Grant,A44180,Services for Educational Estabs - Devon,R0010013,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,08/04/2026,22082667,"30,269.79",TEIGNMOUTH MARITIME SERVICES LIMITED,255526,492196462,Capital - Highways,C02009,Works,C0671004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,08/04/2026,22082692,840.00,THE EDUCATION COMPANY LIMITED,80154,573768493,Inclusion & Learning,A45045,IT Software Maintenance,R0020006,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,08/04/2026,22082704,"1,000.00",SOUTHWEST ESTATE MAINTENANCE LIMITED,401880,506499273,Capital - Highways,C02009,Works,C0652001,DCC CIS Suppliers
INSERTED DETAIL,18,Devon County Council,08/04/2026,22082742,"2,280.60",PROSPERO RECRUITMENT LIMITED,352539,486704947,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,08/04/2026,22082748,"2,280.60",PROSPERO RECRUITMENT LIMITED,352539,486704947,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,08/04/2026,22082755,"2,280.60",PROSPERO RECRUITMENT LIMITED,352539,486704947,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,08/04/2026,22082761,760.20,PROSPERO RECRUITMENT LIMITED,352539,486704947,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,08/04/2026,22082766,"2,396.20",PROSPERO RECRUITMENT LIMITED,352539,486704947,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,08/04/2026,22082768,760.20,PROSPERO RECRUITMENT LIMITED,352539,486704947,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,08/04/2026,22082772,"2,831.26",PROSPERO RECRUITMENT LIMITED,352539,486704947,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,08/04/2026,22082774,"1,317.68",PROSPERO RECRUITMENT LIMITED,352539,486704947,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,08/04/2026,22082777,760.20,PROSPERO RECRUITMENT LIMITED,352539,486704947,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,08/04/2026,22082778,"2,077.88",PROSPERO RECRUITMENT LIMITED,352539,486704947,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,08/04/2026,22082780,"2,280.60",PROSPERO RECRUITMENT LIMITED,352539,486704947,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,08/04/2026,22082785,"1,520.40",PROSPERO RECRUITMENT LIMITED,352539,486704947,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,08/04/2026,22082789,"2,310.60",PROSPERO RECRUITMENT LIMITED,352539,486704947,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,08/04/2026,22082793,"2,280.60",PROSPERO RECRUITMENT LIMITED,352539,486704947,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,08/04/2026,22082801,"1,520.40",PROSPERO RECRUITMENT LIMITED,352539,486704947,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,08/04/2026,22082806,"2,280.60",PROSPERO RECRUITMENT LIMITED,352539,486704947,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,08/04/2026,22082827,608.16,PROSPERO RECRUITMENT LIMITED,352539,486704947,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,08/04/2026,22082837,912.24,PROSPERO RECRUITMENT LIMITED,352539,486704947,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,08/04/2026,22083016,"2,787.40",PROSPERO RECRUITMENT LIMITED,352539,486704947,Dedicated Schools Grant,A44180,Services for Educational Estabs - Devon,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,08/04/2026,22083019,"1,520.40",PROSPERO RECRUITMENT LIMITED,352539,486704947,Dedicated Schools Grant,A44180,Services for Educational Estabs - Devon,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,08/04/2026,22083022,"1,773.30",PROSPERO RECRUITMENT LIMITED,352539,486704947,Dedicated Schools Grant,A44180,Services for Educational Estabs - Devon,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,08/04/2026,22083084,"4,255.39",BREAKTHROUGH TRANSFORMATION TRUST,248117,480468080,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,08/04/2026,22083091,"2,960.78",BREAKTHROUGH TRANSFORMATION TRUST,248117,480468080,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,08/04/2026,22083112,"1,000.00",National Landscape Association,83283,338382090,"Transport Operations, Environment and Waste",A47010,Subscriptions,R0639008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,08/04/2026,22083274,"5,885.12",QUALITY MARKING SERVICES LIMITED,86608,777323994,Capital - Highways,C02009,Works,C0671005,DCC CIS Suppliers
INSERTED DETAIL,18,Devon County Council,08/04/2026,22083275,600.00,EXETER HINDU CULTURAL CENTRE,389320,,Communities,A52010,"Grants to voluntary, community and social enterprise organisations",R0530001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,08/04/2026,22083617,"2,531.15",DODDS SOLICITORS LLP,394172,729928286,"Chief Exec, Legal & Democratic services",A44968,Legal & Conveyancing Charges,R0276001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,08/04/2026,22084245,"1,346.18",Elmtree Learning Partnership Ltd,601452,494225084,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,08/04/2026,22084896,"1,520.00",SIRONA THERAPEUTIC HORSEMANSHIP,285933,,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082006,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,08/04/2026,22084929,810.00,SIRONA THERAPEUTIC HORSEMANSHIP,285933,,Dedicated Schools Grant,A44180,Services for Educational Estabs - Devon,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,08/04/2026,22085507,"10,710.00",PROMOTING INDEPENDENT CARE LIMITED,376159,,Children's Social Care,A11005,Agency Supply Staff,R0095010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,08/04/2026,22085658,"1,152.69",EAST DEVON DISTRICT COUN (S O ACCOUNT),8710,142218990,Transformation & Business Services,A23005,Rates,R0333026,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,08/04/2026,22085765,"1,520.40",PROSPERO RECRUITMENT LIMITED,352539,486704947,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,08/04/2026,22085774,"3,040.80",PROSPERO RECRUITMENT LIMITED,352539,486704947,Dedicated Schools Grant,A44180,Services for Educational Estabs - Devon,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,08/04/2026,22085777,"3,040.80",PROSPERO RECRUITMENT LIMITED,352539,486704947,Dedicated Schools Grant,A44180,Services for Educational Estabs - Devon,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,08/04/2026,22086018,"8,232.00",3t Training Services Ltd,601802,579834868,"Economy, Enterprise and Skills",A44038,Fees,R0546004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,08/04/2026,22086298,"1,216.32",PROSPERO RECRUITMENT LIMITED,352539,486704947,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,08/04/2026,22087274,"85,928.63",KENNFORD TARMACADAM LIMITED,24534,976391178,Capital - Highways,C02009,Works,C0671008,DCC CIS Suppliers
INSERTED DETAIL,18,Devon County Council,08/04/2026,22087435,"1,470.00",Rebecca Dowell Tuition,602086,,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,08/04/2026,22087926,"575,000.00",STAGECOACH DEVON LIMITED,21413,435757819,"Transport Operations, Environment and Waste",A32010,Contract Hire Scheme,R0575001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,08/04/2026,22088190,"21,327.00",TORBAY COUNCIL FINANCE,6411,142208211,Capital - Highways,C02009,Works,C0652001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,08/04/2026,22088242,793.33,Bedsonline.biz Ltd t/a MattressNextDay,604164,691403146,Inclusion & Learning,A25005,Fixtures & Fittings,R0102001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,08/04/2026,22088354,"10,260.16",JEREMY BENN ASSOCIATES LIMITED,321667,665300941,"Transport Operations, Environment and Waste",A44065,Consultancy Services,R0579007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
